582529.02,614515.88,97.29
582127.08,614382.39,84.06
583243.52,614935.76,142.35
580508.29,613421.216,88.34
581055.04,614518.81,83.91
582163.32,614277.56,90.69
582229.17,614125.05,91.62
582042.42,614250.444,83.55
581369.1,614107.55,107.06
581339.88,614087.126,82.6
581593.64,613978.63,75.23
581641.15,613983.47,84
581688.98,613728.903,86.68
581783.27,613661.296,84.52
583415.41,615118.06,74.55
